,predict,actual
2310,30496.294300991158,37020
17029,13997.274946973856,17276
7005,14754.722709307134,17276
2230,14032.540939410526,11106
5536,27295.861824881056,34552
19493,10831.192919074234,7404
2084,38942.97999436274,37020
10977,-113.7164587802963,9872
6798,9288.985160431204,7404
278,17140.706113876582,9872
6029,20141.046843994238,19744
5856,18880.057348220955,14808
7849,14948.082531186123,8638
20795,18880.58350292888,22212
8941,33380.7649530304,32084
3945,31800.597843117514,30850
14987,31046.73484491873,27148
6738,17382.42045333641,17276
22899,18451.45620817459,23446
20217,38156.12134202535,44424
10894,59827.66199935877,62934
13797,27783.955137796645,22212
11813,32497.107934727777,32084
3468,-421.1082396791735,7404
11868,24115.844230655603,27148
18300,1413.712610590278,3702
21109,39183.26996241935,32084
6263,9575.016041864053,4936
13859,27466.463227465312,25914
17964,24670.367179923207,27148
5286,11285.319245038325,6170
15888,-750.3924775145988,7404
346,36767.88187910114,35786
3691,10922.1437547484,13574
16479,28380.41853443169,25914
12899,13730.734454217767,12340
19037,13645.923570307843,9872
479,28800.181272287457,29616
22122,23432.997969077704,27148
4102,22510.75846010202,28382
20269,37636.284326999914,34552
10705,13188.969648439313,9872
4937,34102.846135550244,34552
9704,6318.052238270206,8638
12861,30839.05281312376,29616
14754,9593.537903207147,7404
18897,23103.059811750427,24680
17478,35389.412170028416,29616
21937,52392.66836634216,48126
12710,29928.67763584762,32084
19850,937.2059685506929,7404
5179,15745.769161467844,19744
17817,10931.251333845667,11106
6107,20780.52407701431,25914
21961,28084.470065127247,27148
16564,24608.204990611455,29616
18354,36244.2553324265,34552
22444,39972.95117144256,40722
3624,33538.69884513472,37020
6106,23510.92684456071,23446
1084,11401.516910589888,6170
23899,24303.320280387165,22212
12162,24368.508108931368,27148
23436,14455.619922974052,17276
4551,39497.62326120562,38254
9541,42506.22836752432,37020
7570,35177.74174663461,34552
13432,28617.92493088799,32084
18834,12744.258678796463,16042
17836,50555.48546582024,57998
16440,31959.43979069622,33318
20449,2920.7354653785733,4936
14944,38004.48265747817,38254
5025,23449.766581996882,18510
11259,13342.159276090631,12340
6226,34775.01517354519,30850
23241,40994.348429596605,33318
7607,55047.375090754445,50594
15433,25958.086687354433,19744
572,31931.221719490884,27148
10614,48231.162973098966,45658
13587,14276.976462888542,18510
11472,15862.3639711006,19744
17512,30739.209225834646,30850
11152,21716.66984025626,23446
24801,17037.084519426437,19744
17360,8430.749547233912,7404
18960,9114.917685754755,9872
19811,38388.0080248189,39488
10373,13062.026329957993,7404
4217,27946.667024155126,25914
21182,30557.607745760524,34552
14617,32146.22618900437,37020
11855,2510.6475965370328,3702
927,15343.370332300463,18510
766,49373.77259582374,44424
7151,12146.114468298483,8638
8892,26009.621206845488,29616
591,40243.58809865658,43190
14316,23722.983461554897,19744
23617,39310.79791599467,34552
13635,7057.251636633368,8638
4357,9979.185591268182,7404
11953,51908.18871107265,49360
10642,19527.95316101565,20978
3020,47841.286940165926,48126
11995,28742.565819088388,34552
14439,47761.421898212284,54296
11144,27531.451888772383,25914
13167,15779.829562358624,18510
12880,57137.19429482227,59232
19027,31532.898301289566,30850
10095,42299.361809802154,39488
2476,29718.465862105713,34552
18868,6890.124222068203,8638
8964,31654.09921629578,30850
4048,34275.800090328456,37020
22169,24126.76759877085,25914
22698,30266.052582226886,29616
22680,11053.116595968306,8638
1316,29230.095365332443,33318
21697,31296.465189220697,30850
2900,57169.97797269012,59232
5670,48834.096766787785,45658
21149,13035.659909443484,9872
3125,29042.939600720725,29616
2383,50056.29367276914,46892
9787,31078.592255226486,28382
8991,36121.5619303983,40722
18585,56340.945295076264,61700
19466,7235.890640272405,7404
11231,18824.91694374319,17276
22027,-2161.8148194186433,8638
1583,40924.36388162056,41956
6676,47129.60926664653,49360
613,49715.41293089109,49360
5244,60047.11754879927,64168
5392,57708.70656502232,65402
8781,21332.240045158927,19744
20818,27308.80261638139,23446
3992,41346.97705822812,35786
15238,35045.429143623754,38254
2870,10947.392790351676,14808
14287,42213.88363436051,45658
7641,-54.971019143309604,7404
20447,49836.34596461388,49360
19534,32817.43551267398,32084
24438,10463.875729328764,8638
17820,14261.130222050984,14808
14405,40732.821805344545,45658
9923,29005.934029491258,33318
24307,23156.938672733257,25914
7552,35139.000431488836,39488
9469,16235.885574991546,16042
17601,38708.124058998495,39488
8911,24366.726564594625,24680
3806,36810.15017899165,34552
24170,20103.10946057874,17276
8464,8087.637971614537,9872
14802,11858.81538634366,9872
10284,5200.131599274757,8638
6427,32476.571219972473,35786
994,31046.57749605437,28382
2011,29127.419740152134,27148
4934,39680.5997313727,38254
4110,29267.14407206494,27148
13996,43522.656979376,41956
1543,49189.60014553039,45658
20262,38167.57593068677,37020
9628,20629.040717595482,19744
23780,51393.74960163169,53062
1734,20231.02629586796,18510
21158,13084.247172123814,7404
821,25027.971287183755,24680
2285,33860.69352539799,29616
5288,56729.1890903436,60466
13399,39749.65152921305,41956
21393,32064.522525132525,32084
5603,21615.878375900007,22212
6804,27806.30821622119,25914
15538,24547.88641926994,27148
20544,55034.775594828025,59232
6287,29889.270746652703,32084
10129,48741.421856513814,54296
14565,41562.978704643385,35786
18921,25634.19861212457,22212
4721,34846.37917638577,38254
2750,35328.149048147694,33318
10823,8218.991062787707,6170
3840,26778.701905046815,29616
16632,20091.989749918765,16042
6633,9215.754877984953,9872
17702,48704.15957581658,53062
8020,40083.83755000732,35786
5880,16956.6012517321,14808
14529,63705.84700464805,65402
21879,25146.301324251326,19744
21467,20721.415720085308,23446
13370,34875.46395810583,34552
1271,3735.1289739528547,7404
21688,52587.43799936463,50594
18054,41438.41302917016,38254
6038,16234.267679212391,14808
15503,26365.091966576598,22212
14390,4611.036823982023,6170
18542,7434.041085007955,7404
17852,45422.39904472357,40722
17602,22997.923045583404,25914
4898,35026.86133344129,28382
13650,18452.897035732,20978
3435,19754.91732968553,20978
14547,21765.19032252302,24680
15285,26476.395379845406,24680
3208,-199.2914400895461,7404
4823,21268.63986611997,22212
2634,6841.107976930529,9872
1559,34282.78255648844,37020
21797,46599.14653230534,54296
22561,37843.72389730142,40722
18446,29807.756821693856,30850
6999,7235.185379110545,7404
6080,17279.712360352016,18510
505,11102.114156659409,12340
22089,37001.13864282093,40722
22655,33427.94989304246,30850
21037,33168.46350984076,30850
6975,24457.262175921845,29616
8740,12710.627330802348,14808
9649,34899.82859639065,29616
1460,36784.86547020168,40722
7723,25240.923193925024,23446
9215,4127.846013761929,7404
3171,26093.329620770564,22212
517,29691.76051904153,34552
8229,38100.72866453725,40722
3550,36332.47857773061,34552
12971,30394.602336645803,25914
5040,15290.301813107366,13574
17196,35875.42446538071,33318
14425,36478.559200300944,38254
1925,26736.98188497452,25914
14965,44403.749221401406,46892
9116,49206.54903639828,50594
13085,40078.86586460328,40722
24117,28899.186578004344,25914
11838,30155.05722329998,25914
4786,31287.033479725626,29616
11672,4110.075483231986,8638
17860,18014.884832140066,18510
24205,7709.311314833569,8638
7834,21733.198092984087,19744
5818,11744.390623310182,9872
3976,10999.637719122107,8638
10885,21901.63732370404,22212
12325,8885.264215274414,9872
1229,37926.5251493201,39488
14248,10132.818530054565,6170
9465,63382.476586994395,65402
12358,21528.044966244386,20978
11031,27514.166487557526,24680
620,14376.118700249845,11106
2600,33615.656126068425,33318
10995,14125.446147198625,14808
5916,9315.207707681864,7404
2222,16680.92545671088,18510
10223,19967.45169420945,18510
10790,9435.037709166607,9872
12646,52470.737929382405,54296
13008,25502.790330147873,27148
15287,8372.89569883366,8638
1143,23027.152977453326,18510
24660,7422.876780939958,6170
7881,4200.548634797595,3702
760,7662.726515085855,11106
1792,34331.005863078186,28382
8222,37247.779100497006,34552
15981,4741.359165391951,4936
17723,21167.819908858375,17276
11879,29397.996477205168,27148
3880,28018.30844936055,29616
16122,20209.191221067675,22212
17305,41245.66335931649,38254
23050,29507.0844511416,27148
12906,10018.182151598647,6170
2411,34512.582332558566,33318
22748,8082.859956595749,8638
24277,45930.78091954709,53062
15339,7061.0852100038965,7404
7107,30037.681390971054,30850
12350,7661.258772812277,8638
15524,44958.05238258111,41956
11125,42057.72285504681,40722
8215,5816.442302060736,17276
1457,45366.93349202155,48126
16886,27759.865481881694,32084
6818,23757.180774003762,23446
16447,54650.37225058455,51828
5899,42138.582692553464,41956
9439,6007.13546831326,6170
15481,8277.274133761013,11106
23906,41968.600634371775,43190
24688,13780.57580043716,14808
16680,8654.849093256405,9872
20260,30298.282148612856,32084
11422,44938.74516238748,41956
1657,11346.730126998325,11106
15319,31221.03150262702,30850
23727,18442.459082101264,19744
14840,10914.29948781643,6170
2491,49762.01145826133,57998
22249,23004.76997103913,18510
7566,23806.084867440215,24680
20872,28840.960951274643,29616
24066,22603.165703376195,19744
10109,12932.62859066617,16042
10335,30373.047011631028,25914
18935,6835.742973315942,7404
19962,42228.30902567864,40722
20993,35747.58139753109,32084
15787,27578.210057306074,30850
15743,26208.324765172834,29616
187,56800.53943465995,64168
320,28187.62879334997,23446
8953,18414.038173063636,19744
1557,23243.027810471678,23446
18917,35728.06577449321,39488
242,45013.61160771367,45658
9227,13313.107560734068,9872
24394,13664.107836095121,12340
2606,11447.368683525006,9872
20251,5023.4437506179565,8638
14492,24524.909193330936,24680
2887,38206.33417575816,39488
16724,35094.774282880106,33318
7972,35658.24945273688,37020
19786,15628.107822628195,14808
24695,19825.578364332265,19744
4825,35069.020645303564,34552
12566,39517.01195734891,34552
9493,26461.19917278445,27148
9138,1855.348574470523,6170
23748,34005.79519470676,27148
6391,35149.72690297006,37020
14344,30499.366844024153,34552
16134,28281.82595798578,29616
21944,39522.71538598917,39488
19763,37832.890952987094,39488
12664,51169.90290348635,53062
7604,54748.526661629934,62934
21842,13530.374450913714,7404
8979,10690.102199019018,13574
22378,24357.884598922872,28382
12518,46610.4080245427,44424
13655,51388.64312901499,48126
12195,16492.20698739028,16042
24636,17101.563872266943,16042
2272,8974.808022631849,8638
21690,19586.995068418197,17276
19941,27209.37795295419,27148
15189,24909.61201962141,23446
2156,37775.590544980194,39488
1554,45017.11828287569,46892
20439,19843.247493813094,16042
22232,5252.88093664448,7404
17499,39334.4186411198,35786
12484,33527.47883584385,27148
17386,14068.294699344538,14808
8697,31400.314135057284,24680
21522,7475.060586407425,4936
8470,35288.58595898006,35786
17426,39047.890862210865,34552
3638,22630.079699087764,20978
1247,14053.94734360747,13574
5952,8250.876312015844,7404
5423,10857.074656107405,12340
6580,35029.71559478021,33318
17977,16550.47748738645,14808
4688,31619.00168220956,28382
13590,60580.432739926415,59232
15483,19013.717532535375,19744
15370,5624.26666119033,8638
17523,27683.91266487737,33318
11936,14405.363966038303,7404
14528,32213.260675685713,28382
4436,54120.78702382289,51828
15291,14213.549452525913,13574
8528,43330.41992604456,48126
4285,30491.823970363406,28382
24299,36632.265641966995,33318
23687,31414.35699668131,34552
7670,62478.14872470415,62934
3062,12438.753709610457,17276
15235,32328.457439641024,27148
4204,11564.31272204205,7404
23652,18187.2180905517,12340
570,35724.57488827516,33318
1289,19745.92368072451,17276
18646,5739.8780300397175,7404
20384,12405.340099304896,14808
21523,12432.988142220709,16042
24426,50109.83430981547,48126
4912,15458.977215762025,18510
9592,29449.624373617073,29616
6275,9845.735323241766,7404
14379,21113.72302534805,22212
8039,21587.892667858854,27148
4068,3668.3914737190253,6170
22301,61366.69117048994,61700
5306,35519.008481510326,30850
5589,33463.60375621662,39488
6518,5387.317276146512,6170
4492,51053.6905425327,55530
2415,12740.123903438289,8638
1023,36195.39377537145,28382
2400,33298.5816997151,33318
9895,42685.88746946149,39488
5766,42596.75716969016,41956
17364,36298.968196151225,37020
2531,22443.826760422453,23446
644,14983.06127048422,13574
6740,30934.651093225115,27148
18790,27000.28271969605,25914
9336,37880.33868537262,45658
15478,35304.61170141031,40722
17510,42683.55452194864,38254
5868,18941.28103122796,16042
14756,25881.234781209052,20978
5989,20184.775065485952,19744
18298,8788.971746149638,9872
7702,9944.480582086864,8638
2074,35395.091894831334,34552
1217,25680.73913453449,33318
15105,11791.49909170889,9872
7385,43919.39935311624,48126
7767,12084.61249894764,14808
23440,36256.85121660873,34552
13417,37659.61315352608,38254
21557,10623.290515227269,7404
12543,18632.327634205205,20978
16767,10574.177832828373,11106
10840,20910.298341238034,17276
18494,32941.43691468486,37020
11828,6862.185414951797,9872
15485,37066.439478221364,34552
18856,43546.39306916909,41956
3022,19771.308524373795,20978
15194,20191.474345497638,17276
23795,39543.68029045489,38254
12052,32441.27804577805,29616
2185,30157.740970415383,30850
22142,49092.42021036704,56764
5728,12315.646365499495,6170
4616,39326.09422981852,39488
18579,24267.443824252106,25914
4763,58534.26013746034,56764
11888,14459.147225626686,14808
9438,17482.91862192464,17276
9119,12005.346948308656,9872
20267,31625.272855401246,34552
629,23314.472380524057,23446
15094,27422.302503611096,32084
5488,30329.833237027422,32084
19091,16049.835736935695,17276
2594,53185.79921467554,46892
1886,40541.91037397824,46892
10176,15234.126975908533,11106
212,16981.755120568876,20978
250,11375.4402062701,8638
24827,1795.7701233415673,3702
8852,12980.874718080604,8638
7321,24574.94397111859,24680
6924,30213.21882097743,30850
1658,-351.9151216440732,7404
13240,13511.43169290878,14808
15400,22919.515396768234,18510
22064,14852.801172069936,18510
17454,47551.0562981191,46892
5449,32548.72893700794,33318
3137,25309.221253186995,19744
11430,9260.762331087732,8638
1295,20085.298926849373,23446
7433,19866.11753800426,23446
6304,27172.063629193013,30850
10626,8307.85619122288,7404
8412,3267.8357673519304,7404
5891,9746.834221701465,12340
21489,30617.570334211086,30850
4831,32588.292959522823,37020
6482,4765.8567869759445,3702
24691,41373.674106120234,38254
20504,31227.366276150504,28382
11881,33583.970466232226,37020
17361,35113.28661889016,33318
5278,31790.245815466853,34552
19704,29272.35117720939,33318
9788,35896.856898701706,37020
12626,21763.24882676169,27148
1511,62815.65868095326,67870
18779,31864.583747377306,33318
20577,18469.583377402214,16042
6245,15150.286535210482,9872
13786,41206.95325415015,49360
15026,38830.18532023189,43190
14168,24179.731879073486,25914
3281,42234.504924835695,40722
13169,41338.91585458425,43190
24171,11803.85049498234,14808
21041,39878.3683457753,38254
10252,12352.281008268918,13574
9806,14753.761343930277,12340
14614,23484.095180360197,25914
10711,33542.08756376161,25914
23284,24804.848801854616,28382
21459,34641.43274273441,34552
17175,31786.409272801502,34552
21495,29371.184715780302,29616
23756,4536.266942083769,6170
5775,28377.368255106197,27148
19485,46703.980407739815,41956
10085,7870.708017365089,7404
13500,31040.04487608868,37020
3601,16083.820836116116,9872
21779,49635.49423234265,49360
14253,31754.674235413837,29616
15273,21732.394641980885,22212
17459,9594.815492555032,8638
12191,24107.11274129404,23446
22375,10607.505896199536,6170
7178,11726.1570082444,13574
18367,29039.844245451688,22212
4545,58172.21659877928,59232
17467,9883.090116111833,8638
1560,48075.79720621352,48126
4413,42208.95420291423,41956
14557,23669.49430735907,22212
8574,36350.533169272356,37020
13341,47677.45156341694,49360
3120,32252.905944197697,35786
21617,32202.3193449969,32084
21749,7042.589153455005,8638
16706,24512.98401409144,27148
20273,23617.258052270976,20978
22417,5026.7507871495545,7404
9837,31607.524838536006,32084
944,29828.48937522059,27148
8059,45195.775559277376,46892
5007,18823.230801461672,22212
14951,57441.43469185647,56764
22940,32893.92906949483,37020
19892,8618.905102205561,8638
6059,38957.681566860825,35786
2623,60222.30580980402,60466
5418,62876.84351252964,66636
24848,8606.814045001556,9872
10363,40611.36554897558,37020
18620,25517.677991163167,27148
24582,27604.361527328267,30850
3935,38979.230816381634,34552
13205,29419.37454393429,30850
24706,53801.10047354395,57998
642,34023.77079661676,28382
17536,22866.852325551303,20978
16753,35161.82515696634,39488
66,48369.98486833059,54296
7064,19524.665538811052,16042
10296,8836.343129741157,7404
14463,31192.441779100016,28382
8319,25509.243327627777,25914
3094,42762.83056045258,44424
10639,22405.093947291854,24680
17444,9997.275643198667,6170
6459,36615.304419583175,37020
9263,25633.096423448344,22212
15333,44567.15196797243,50594
3064,16506.520944485506,18510
3277,8323.852356558093,11106
17892,56245.788876205,55530
12982,19750.064222474335,20978
24714,14767.957582684383,17276
19185,6597.422345090561,7404
22518,40493.39072530397,44424
2039,22407.48923164903,22212
18867,18691.801255723305,14808
7475,23524.577575282645,18510
14240,48357.73737353606,49360
12061,35992.93341728422,39488
12868,14116.157833115642,9872
8082,17323.118429009694,14808
15217,32090.833077654173,35786
16219,31124.794037559976,30850
1717,37911.320705758364,39488
971,5600.3228071653175,7404
707,26069.96829084836,25914
17897,6646.685901077457,6170
20271,58602.2033154855,62934
19001,2511.6582763991146,13574
9512,25034.054248941815,25914
14199,44101.57154219232,39488
415,35735.3063606589,37020
22889,40645.24971095826,39488
18200,12637.645023158844,11106
11512,9450.586662650936,8638
24968,40582.07465584785,43190
21501,14311.267500149675,8638
22091,55673.98557902973,57998
17427,25123.283936399625,29616
24713,33745.81486099025,30850
10788,21429.66298198369,20978
22932,20228.723297211836,19744
2571,6546.242747373115,8638
21930,39876.647634794295,38254
16349,-72.15199119523459,7404
22727,38217.13254863401,44424
14305,34633.52485895746,34552
